MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELF1,TELF2,TELFX,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,PFORT,WERKS,LTSNA,WERKR,PLKAL,TXJCD,SPERZ,SFRGR,LZONE,DLGRP,FITYP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,UPDAT,UPTIM,NODEL,CCODE,RES_CNTRY,RES_REGION,J_SC_CAPITAL,J_SC_CURRENCY
200,1000000033,US,Weber-Little,Inc,,,Jessicabury,shire,PO62893,31743,93467,TX,SORTRNUa,210 William Ridge,9000000033,"Montgomery, Patterson and",Walkerberg,Azerbaijan,Ms.,Lake Christopher,6258267,54467,0001,AUTO,8,DL9876202390,X,02,20230726,wsavage,34218572138,GRPmEJv,Z002,2402770675,,,,,D,GST2137880716,PAN80882150,,,(995)590-4604x11,+1-237-765-0839x,+1-794-665-5894,,,CmIRdc,,VAT92864419303,X,North Johnchester,19820612,F,CR18083340,20250821,ISO1,New Brianland,3140,X,X,01,TX9261074950,,0002,ZONEJkVY,DG02,01,TAX45689761430,TAX01254945490,TAX5719566779126296489886868606,Supplier,EM364401,https://www.martin.com/,20260212,130458,,2000,US,TX,3883109.1,INR
100,1000000034,US,Pierce-Garcia,PLC,,,North Kim,fort,PO71271,58819,56015,FL,SORTBgxO,2472 Melissa Hills,9000000034,Lucas Group,Port Luis,Falkland Islands (Malvina,M/s,Carlsonhaven,2525990,46860,0002,MANU,7,DL9913158149,,01,20230607,hughesjessic,98315454106,GRPTWhT,Z001,2672332826,,,,,D,GST1168274259,PAN92203008,X,,2666046842,487.961.0226x578,767.885.5476x171,,,CEjHJn,,VAT43230556953,X,North Dawn,20000811,M,CR93443799,20250530,ISO1,Port Jeffreymouth,4406,,,01,TX4228568742,,0001,ZONEhtAu,DG02,01,TAX35513399272,TAX22724808581,TAX9573743509091402120156275543,Manufacturer,EM968800,https://duran.com/,20260212,130458,,2000,US,FL,748547.5,INR
200,1000000035,DE,Carlson and Sons,Inc,,,New Daniel,shire,PO71320,69060,90258,NW,SORTOAyV,0949 Sandra Circle Suite 840,9000000035,Shelton LLC,Jacobton,Germany,M/s,East Jerryfort,2250078,80108,0001,AUTO,2,DL2024944745,,02,20240423,brentbrown,80778995170,GRPNcGd,Z002,2894110686,,,,,D,GST9335281646,PAN03839236,X,X,001-626-928-9390,3885675668,(464)959-7098,,,CiOxdc,,VAT85850577064,X,West Juliefurt,19711002,F,CR77561780,20250312,ISO1,North Davidstad,3613,X,X,02,TX6171630248,,0001,ZONEVHEf,DG01,02,TAX23146412099,TAX71003177735,TAX3659480816568223153586519676,Supplier,EM426518,http://www.salas.com/,20260212,130458,,3000,DE,NW,8350156.92,INR
400,1000000036,DE,Harrison-Ross,Inc,,,South Summer,ton,PO23784,85257,31103,BW,SORTlmpZ,5426 Robert Forge Suite 845,9000000036,"King, Medina and Black",East Brenda,Moldova,Mr.,North Katherineport,7864574,10205,0001,PHAR,3,DL3681751519,X,01,20250705,mcdanieljosh,05494241969,GRPYmlM,Z003,2398478576,,,,,E,GST1072517275,PAN72068263,,X,+1-950-829-2242,(691)358-1111,709.546.6781,,,CHCWhQ,,VAT46442409549,,North Brittany,19660815,M,CR37745355,20250816,ISO9,Lisaport,2944,X,,02,TX2057880588,,0001,ZONEKnJt,DG01,01,TAX82406050545,TAX07265555413,TAX0740323051573396183316908163,Distributor,EM337813,http://www.hamilton.com/,20260212,130458,,3000,DE,BW,9201663.7,INR
200,1000000037,DE,Williams-Hines,Ltd,,,West Mary,town,PO59968,33341,17705,HE,SORTXApD,5899 Myers Unions,9000000037,"Day, Harper and Freeman",Lake Davidfort,Turks and Caicos Islands,Mr.,North Bryanberg,8583040,16477,0002,MANU,5,DL6609899158,,01,20251025,carolynfitzp,64925073302,GRPbWNY,Z001,2074824930,,,,,D,GST3586858688,PAN45976632,,,5756623376,001-771-267-9609,(276)620-1304,,,CpROuh,,VAT11500270810,,Hamiltonchester,19890521,F,CR18922209,20250712,ISO1,Angelafort,7580,,,02,TX6757205945,,0002,ZONEvRJf,DG02,01,TAX21046201880,TAX97508193368,TAX8600453699904076404521140448,Manufacturer,EM079671,https://adams.com/,20260212,130458,,1000,DE,HE,6959175.05,INR
200,1000000038,IN,Chapman PLC,PLC,,,West Aarontown,town,PO23398,69642,11792,MH,SORTXSVh,32953 Tamara Rue,9000000038,Trevino LLC,Robinsonberg,Congo,Ms.,Lake Leroyview,6019745,52243,0001,AUTO,4,DL4547296972,X,02,20241126,billymueller,53048256701,GRPxqcs,Z001,2192861190,,,,,D,GST2531705238,PAN80257719,X,X,001-853-939-5454,339-948-7433,817-694-8063,,,CChZJJ,,VAT35312885145,,New Kennethstad,19750327,F,CR18362807,20250510,ISO9,South Jason,9800,X,X,01,TX4650673911,,0001,ZONEWDxM,DG02,01,TAX11470674971,TAX30961707790,TAX1541470061195937813009708188,Distributor,EM025526,https://www.matthews.com/,20260212,130458,,1000,IN,MH,5805863.27,INR
400,1000000039,DE,"Murray, White and Miller",LLC,,,Mcdonaldborough,haven,PO03392,43245,82698,BW,SORTAzQI,6489 Adams Crescent,9000000039,"Peck, Frazier and Flores",New Chadbury,Switzerland,Ms.,Davidfort,1308167,58955,0002,CONS,7,DL1834698323,X,01,20241023,bcraig,20861537312,GRPklTc,Z001,2924163321,,,,,D,GST1628792699,PAN41757658,,,+1-697-884-9070,+1-638-390-3523x,(611)959-5854,,,CqduHy,,VAT56694068470,X,Lawrencefort,19851103,F,CR50174779,20260105,ISO1,New Scottstad,3839,,X,02,TX9301400794,,0001,ZONECoHT,DG02,01,TAX04006285396,TAX04519407216,TAX5336908999194725290105638298,Distributor,EM292158,https://davis.com/,20260212,130458,,1000,DE,BW,3684423.46,INR
300,1000000040,GB,"Johnson, Gregory and Turner",Group,,,Bryantmouth,bury,PO02581,78742,33868,MN,SORTmiLC,910 Burns Haven Suite 009,9000000040,"Gordon, Dillon and Riley",East Jamesfort,Cambodia,M/s,Williamstad,8951023,29921,0002,CONS,0,DL8713647664,,02,20230618,michellehodg,35370260186,GRPXzJx,Z003,2364410809,,,,,D,GST1195582696,PAN25480453,X,X,665-797-4377,+1-304-830-8662x,+1-999-451-4098x6162,,,CvvdKs,,VAT50528054541,,Port John,19850130,M,CR04690738,20251210,ISO1,Donnatown,1203,X,,01,TX9216601246,,0002,ZONEGhQT,DG01,02,TAX91548510648,TAX51776313168,TAX6207025523011231694488120603,Supplier,EM622516,http://www.miller-farrell.org/,20260212,130458,,3000,GB,MN,5245498.79,INR
300,1000000041,DE,Lambert Group,Group,,,Port David,ton,PO00147,84030,68618,NW,SORTfVmZ,870 Vernon Harbor Apt. 586,9000000041,Lopez LLC,North Robertville,Moldova,Ms.,Sanchezstad,1187584,10762,0001,PHAR,1,DL1703877725,X,01,20260130,jason62,86041848976,GRPpwta,Z003,2232092479,,,,,D,GST0422016476,PAN21941629,,X,(590)813-1649,(522)397-4146x89,(335)417-2235x78655,,,CqWFZc,,VAT60026515652,,Robinport,19680331,M,CR64863639,20250522,ISO1,East Lisafurt,8959,X,X,01,TX2931074726,,0002,ZONEiCsy,DG02,01,TAX52787462216,TAX64445700650,TAX8303493635692007204590556699,Manufacturer,EM646888,http://lopez-munoz.com/,20260212,130458,,1000,DE,NW,2263274.31,INR
300,1000000042,IN,"Taylor, Wilson and Mcmillan",LLC,,,East Rebecca,furt,PO84414,26728,68657,TN,SORTMFiG,889 Mosley Mission Apt. 248,9000000042,"Matthews, Williamson and ",Martinmouth,Albania,M/s,Lake Michaelbury,5559282,49386,0001,MANU,7,DL3967891799,X,02,20240519,david89,31318296994,GRPnsLF,Z001,2886369022,,,,,E,GST9326888079,PAN86637061,X,,260.437.3040x450,997-847-2581x087,(497)474-1670x347,,,CPjASF,,VAT39974423540,X,East Sherry,19930202,M,CR94055871,20250506,ISO1,Reyeston,9610,,X,01,TX2533209951,,0001,ZONEPNtp,DG02,02,TAX98030029234,TAX16584871736,TAX5376884845162444109166243678,Distributor,EM676963,https://www.brown.net/,20260212,130458,,2000,IN,TN,7141775.28,INR
300,1000000043,IN,Gallagher-Wagner,PLC,,,East David,ton,PO08029,42603,61163,KA,SORTRIoo,304 Barbara Valley,9000000043,Cobb-Miller,Sandrachester,Qatar,Mr.,Fergusonside,6439126,21363,0001,PHAR,7,DL4771956539,,02,20231112,mary18,32437748365,GRPjOyh,Z001,2182762904,,,,,D,GST3351971065,PAN09672631,,,5318333705,983-497-8997,407-286-1448,,,CgJhZa,,VAT31216637925,X,South Michaelfurt,19820818,F,CR60121277,20250911,ISO1,New Kaitlyn,5118,X,X,01,TX8740183975,,0002,ZONEXruS,DG01,02,TAX92933492493,TAX21340033784,TAX1540094599939025754842443526,Manufacturer,EM270188,http://www.simmons.com/,20260212,130458,,1000,IN,KA,7888202.05,INR
200,1000000044,DE,Villarreal Group,Group,,,North Ericaberg,haven,PO26706,34456,18469,HE,SORTwxsV,63769 Scott Crest Apt. 435,9000000044,Collins-Morrison,Port Rebecca,Spain,Ms.,Frankmouth,7331013,17819,0001,MANU,3,DL1635381574,X,02,20230919,timothy42,36761147074,GRPjmgI,Z001,2722336868,,,,,E,GST7045513427,PAN37626097,,,+1-645-256-2492,210-417-1311x687,433.905.2320x892,,,CSurNg,,VAT77382235847,X,Lake Micheletown,19910308,M,CR50822321,20260120,ISO9,West Davidburgh,6524,,,02,TX5018695459,,0002,ZONEBvAi,DG01,01,TAX14305152224,TAX50813332534,TAX5214022015310381764275861412,Supplier,EM722346,https://hopkins.info/,20260212,130458,,1000,DE,HE,6973417.08,INR
200,1000000045,IN,"Pittman, Jackson and Cooper",LLC,,,Port Bridgetmouth,chester,PO97588,51975,34101,DL,SORTrPhv,8009 Cristian Mountain Suite 497,9000000045,Rivas Ltd,Christinamouth,United Arab Emirates,Ms.,Jonesview,4538519,18334,0001,CONS,7,DL2082192690,X,02,20250926,kellyallen,46284599149,GRPTMRK,Z001,2918561736,,,,,E,GST9416302373,PAN93924159,X,X,+1-263-228-1562x,001-312-575-0774,(687)601-4320,,,CAwvaJ,,VAT36871244285,,South Abigail,19660708,M,CR19897890,20260202,ISO1,Ramirezbury,1648,X,X,02,TX2177523847,,0002,ZONEvkPJ,DG02,02,TAX87543798153,TAX85191042697,TAX7150292200649793722797805972,Manufacturer,EM579372,http://arnold.com/,20260212,130458,,1000,IN,DL,7403284.79,INR
200,1000000046,IN,Sandoval-Atkins,LLC,,,South Jason,haven,PO84957,94744,89501,TN,SORTiuIG,508 Cox Course Apt. 780,9000000046,Ford LLC,West Jessicabury,Afghanistan,Mr.,Marytown,9845191,57734,0001,AUTO,9,DL5650687952,,01,20230709,cynthiajohns,81030905771,GRPDiLb,Z001,2192446497,,,,,E,GST0914790432,PAN80832763,X,X,(847)745-7483x69,(717)449-7988x94,001-444-290-2929x802,,,CRJzxy,,VAT88221650387,X,New Stephaniefort,19980322,M,CR62835640,20250619,ISO1,West Katherine,5476,X,X,01,TX3161091555,,0002,ZONESYCY,DG01,02,TAX55387964755,TAX68794457870,TAX8816144648124147819148596058,Distributor,EM035446,http://boone-ramirez.info/,20260212,130458,,1000,IN,TN,662020.84,INR
100,1000000047,IN,"Wood, Phillips and Elliott",LLC,,,Butlerfort,view,PO23463,78116,69666,TN,SORTCTzQ,1126 Jill Park,9000000047,Smith and Sons,Lake Stephanie,Guinea,Ms.,Davidbury,9167251,80173,0002,PHAR,5,DL0458541259,X,01,20250528,michelle04,88658435495,GRPfCvg,Z001,2204746450,,,,,D,GST7064502940,PAN68324583,X,X,6362373664,(820)210-2610x10,282-553-8125x1138,,,CjaXgu,,VAT03407162217,X,Frankborough,19710607,F,CR98148507,20260205,ISO9,Matthewberg,1515,X,X,02,TX5541535661,,0001,ZONEQpPA,DG01,02,TAX28987353465,TAX32558663484,TAX2329876222978615695436663884,Manufacturer,EM398651,https://www.weiss.net/,20260212,130458,,1000,IN,TN,3006519.39,INR
200,1000000048,US,Mccoy-Johnson,PLC,,,Port Markport,haven,PO68945,03217,35616,NY,SORTFoOA,74050 Anthony Fall Apt. 354,9000000048,Green-Brooks,Halebury,Saint Pierre and Miquelon,M/s,Lake Stevenborough,3444701,40400,0001,MANU,8,DL4531198708,,01,20230423,lynchmarc,18409202667,GRPqOul,Z002,2867956931,,,,,D,GST0398534460,PAN73103737,,,337-564-3332,+1-878-785-6251x,+1-274-358-8331x1356,,,CylDVJ,,VAT26350257748,,East Danielshire,19940804,F,CR04219497,20251212,ISO9,Morganmouth,5624,,,01,TX1120738661,,0002,ZONERAQH,DG01,01,TAX40979050369,TAX56438857845,TAX0604059271189188909110622323,Supplier,EM529557,http://www.evans.com/,20260212,130458,,3000,US,NY,2602707.25,INR
200,1000000049,IN,Parker and Sons,Group,,,Lake Christopherland,port,PO31004,96429,42543,TN,SORTcLjn,8470 Angel Shores,9000000049,Frye PLC,North Bridget,Turkey,Mr.,Rodgersport,3111204,84487,0002,CONS,7,DL3824301637,X,01,20240913,leslie96,13285556353,GRPjuYR,Z001,2338950213,,,,,E,GST7809741877,PAN65345747,X,,921-625-8740x132,+1-545-501-1208,879.413.0701x991,,,CQZDlA,,VAT76809470658,X,Bethmouth,19780130,M,CR74275385,20260128,ISO9,Thomasborough,3616,X,X,02,TX2190146462,,0001,ZONEYonN,DG01,02,TAX12665481957,TAX51480063348,TAX6208090854025445667367409373,Supplier,EM514591,http://harris.com/,20260212,130458,,3000,IN,TN,1430894.95,INR
200,1000000050,GB,Alvarez Ltd,Ltd,,,West Debraville,side,PO92773,38184,39071,LN,SORTlVNT,91626 Alexander Oval,9000000050,"Houston, Moore and Melton",Jonesmouth,Benin,Mr.,Port Johnborough,1214676,47084,0002,AUTO,2,DL9736236207,X,01,20230813,tammyrollins,95919854860,GRPqdUP,Z002,2902208067,,,,,D,GST2107864915,PAN25445601,,,537-827-7504,(392)397-6706,2209722503,,,CZhUAO,,VAT21154523029,X,Lake Stephanieland,19860801,F,CR94332523,20250531,ISO9,Port Mariaport,1828,X,,02,TX9197848083,,0001,ZONEzrtD,DG01,02,TAX49974010279,TAX33868324310,TAX9503739618085265823505114724,Distributor,EM122043,http://www.baldwin.org/,20260212,130458,,1000,GB,LN,2424572.06,INR
300,1000000051,IN,Hoffman-Greene,and Sons,,,Lake Angelaburgh,ville,PO65739,34889,46335,TN,SORTnXQj,89350 Scott Stravenue,9000000051,Bryant-White,Anthonyland,Bangladesh,M/s,New Jenniferville,6749010,60488,0002,PHAR,4,DL8414624663,X,01,20230922,loganbrennan,24220765051,GRPzVcL,Z002,2505316541,,,,,D,GST8011579756,PAN21255633,X,X,(298)766-3647x86,3677750355,+1-739-704-4671x018,,,CodryJ,,VAT24738745109,,Davisshire,19821204,M,CR67552201,20250712,ISO1,East Bobby,2557,,,01,TX6031973598,,0001,ZONEyhIe,DG02,01,TAX49260646736,TAX27113076345,TAX9990173274772575353744836001,Supplier,EM242052,https://roberts-george.com/,20260212,130458,,2000,IN,TN,8980925.42,INR
400,1000000052,GB,"Ayers, Duran and Patel",and Sons,,,New Ashley,borough,PO29414,99531,43634,LN,SORTTGfv,24959 Gina Lakes Suite 114,9000000052,"Castro, Gonzales and Bish",Barbaraland,French Polynesia,Mr.,West Robert,7134482,17754,0002,MANU,3,DL1031050933,X,02,20240225,ricejoseph,55383144791,GRPKbQz,Z002,2597504662,,,,,D,GST9513271803,PAN16621616,X,,250-444-6861x731,(427)689-0574,445-567-0215x52596,,,CAZdux,,VAT37147310714,X,New Edward,19831226,F,CR63279646,20250518,ISO9,New Martin,3691,,X,02,TX1856865392,,0001,ZONEcvlw,DG02,01,TAX60146197205,TAX27640736595,TAX9774367831459231776974801056,Distributor,EM782196,http://www.smith-wood.com/,20260212,130458,,1000,GB,LN,3378358.7,INR
300,1000000053,GB,Gonzales-Leblanc,LLC,,,Janiceland,burgh,PO51544,38987,48113,LN,SORTzHwU,170 Maria Wall Apt. 033,9000000053,Rodriguez-Sullivan,North Anthonybury,Romania,Mr.,East Donnamouth,5729575,46563,0002,PHAR,8,DL0256792926,X,01,20231108,gabrielclark,94699816936,GRPjwsU,Z003,2133752256,,,,,D,GST9775866368,PAN73077102,X,,257-868-3503x993,(881)769-7190,+1-656-992-6104x1560,,,CcGNBC,,VAT44531735043,X,Daviston,19680214,M,CR75038496,20250507,ISO9,South Michaelside,7493,X,X,01,TX2069523855,,0002,ZONEQvaN,DG01,01,TAX99269307746,TAX37441739846,TAX5655298316693601749552313421,Manufacturer,EM503271,https://thomas.org/,20260212,130458,,3000,GB,LN,4978420.62,INR
200,1000000054,DE,"Kelly, Wilson and Perez",Inc,,,Brooketon,haven,PO23991,28697,42014,BW,SORThdyI,266 Cannon Flat,9000000054,Flores Inc,Jamesland,Montenegro,M/s,Perkinsville,4762284,42423,0001,CONS,9,DL2194560903,X,02,20230519,jkelley,70433799922,GRPmMAV,Z003,2031441359,,,,,D,GST3726215416,PAN00695725,X,,6028122547,526.584.0363x064,5832204582,,,CUCrCw,,VAT82310656275,,Howardberg,19690620,F,CR00795469,20250523,ISO1,Milesside,7605,,X,01,TX2301746635,,0001,ZONEIMEH,DG02,01,TAX52898127109,TAX83044185473,TAX8984039887166740749150054529,Supplier,EM845302,http://www.meza.info/,20260212,130458,,2000,DE,BW,438228.72,INR
400,1000000055,GB,Myers and Sons,and Sons,,,New Mary,port,PO25847,14279,49776,LN,SORTmLvv,8951 John Mission,9000000055,"Russo, Patterson and Lope",Lake Robert,Switzerland,Mr.,Leetown,4076245,59091,0001,MANU,9,DL9202505775,,01,20231014,oolson,29232866883,GRPDyrG,Z002,2905154958,,,,,D,GST3695824007,PAN20570693,X,X,449.289.9706,940-410-9912x995,+1-417-520-5127x0834,,,CyCSJT,,VAT54763884864,X,North Timothyport,19740101,M,CR34568753,20250418,ISO9,East Danielleland,7988,,X,02,TX1850254506,,0001,ZONEunXv,DG01,02,TAX08834053255,TAX81137789268,TAX8683843934982763328742070203,Distributor,EM795067,http://weaver.info/,20260212,130458,,1000,GB,LN,7189731.79,INR
100,1000000056,IN,Stewart LLC,Ltd,,,East Audrey,stad,PO76638,20917,97063,MH,SORTzCXx,5240 Aimee Summit,9000000056,Hill-Harper,Claytonport,Chile,M/s,West Colehaven,9711757,43801,0002,PHAR,8,DL2005543292,,01,20240716,fnelson,99746671654,GRPAmwY,Z001,2337056756,,,,,E,GST5098743476,PAN29967057,,X,001-572-526-0906,882.977.5242x192,+1-393-863-6038x6356,,,CwxDrF,,VAT64571878383,X,Ortegaport,19710329,F,CR66841608,20250318,ISO9,Lake Ambermouth,5697,X,X,02,TX3148766584,,0001,ZONEtklg,DG01,01,TAX52507123356,TAX16712447891,TAX0178497527182812482913998938,Supplier,EM212574,http://www.ramsey-jimenez.com/,20260212,130458,,3000,IN,MH,7849228.37,INR
400,1000000057,US,"Arnold, Hancock and Mays",Inc,,,Lake Williamport,bury,PO50597,06773,77227,NY,SORTEshM,4649 Smith Corners Suite 790,9000000057,Allen-Bradley,North Franklinside,Cocos (Keeling) Islands,Mr.,Port Edward,4252289,24090,0002,CONS,3,DL5629713354,,02,20231224,hoovertimoth,17351708234,GRPQIGd,Z003,2569509775,,,,,E,GST5881704157,PAN86555849,,,(554)923-4296x83,(211)205-2547x58,841.246.9060x4379,,,CZlvpG,,VAT14383262176,,Susanfurt,19870831,F,CR96301896,20251020,ISO9,Hayesview,7937,,,02,TX7993696373,,0001,ZONEAnAa,DG02,02,TAX63668734449,TAX09697367834,TAX2590530069809566739218739919,Supplier,EM522398,http://www.brown.com/,20260212,130458,,3000,US,NY,5426171.67,INR
300,1000000058,IN,Oconnor-Rosario,Group,,,Karenborough,bury,PO76682,28140,46740,KA,SORTPSjQ,95161 Ann Crescent Apt. 314,9000000058,Hanson and Sons,South Joshuaberg,Guinea-Bissau,Ms.,North Daniel,4902033,36730,0001,MANU,0,DL8541921312,X,01,20240903,stephanie15,66935655531,GRPPgfM,Z003,2239483170,,,,,D,GST4827178710,PAN36488603,X,X,+1-454-236-1389x,(282)989-2560x23,+1-954-494-0278,,,CzeNCu,,VAT98058923628,,North Normashire,19741102,F,CR07083342,20250405,ISO9,West Dana,9101,,X,01,TX9609993146,,0001,ZONEocIX,DG02,01,TAX11849502385,TAX10273603980,TAX1684921505995749122906795261,Distributor,EM091167,http://www.newman.org/,20260212,130458,,3000,IN,KA,7189487.71,INR
100,1000000059,US,Shelton Group,LLC,,,Port Tanyaport,bury,PO86312,30989,07752,TX,SORTwkua,211 Barker Squares Apt. 310,9000000059,Nelson-Boyd,South Davidside,Congo,Ms.,Luisport,3951031,59126,0001,CONS,2,DL3216719414,,01,20241008,johnsonjulie,17563581461,GRPFkrJ,Z002,2627036463,,,,,D,GST0880303310,PAN81031804,,,+1-850-720-1569x,547.575.0205,259.691.7843,,,CKfLlp,,VAT42337841310,,Jamiebury,19800425,M,CR29804465,20250409,ISO1,North Valerie,9003,,,01,TX0342738792,,0001,ZONEFmUd,DG01,02,TAX32511425168,TAX50286932189,TAX3281700666708042421506953908,Supplier,EM495246,https://hunt-foster.com/,20260212,130458,,1000,US,TX,3781731.05,INR
300,1000000060,GB,Gilbert-Jackson,Group,,,Jasonland,ton,PO83343,35503,24060,MN,SORTQReA,51597 Kimberly Groves Suite 762,9000000060,Armstrong-Arroyo,South Chadland,South Africa,Ms.,East Daisy,5895700,56062,0002,AUTO,2,DL8859778552,X,01,20230427,richardwalke,54256492485,GRPVfQt,Z002,2806240039,,,,,D,GST1335222207,PAN85011904,X,X,762-431-1479,453.875.9075,943.760.3833,,,CSjMbF,,VAT09010866059,X,Port Bryanview,19780823,M,CR83778128,20250816,ISO9,Jordanstad,1639,X,,01,TX2165359306,,0002,ZONEBWts,DG02,01,TAX56070400312,TAX13464876403,TAX4900330373624804767804458179,Manufacturer,EM879266,https://burke.org/,20260212,130458,,3000,GB,MN,2035039.06,INR
200,1000000061,IN,"Turner, Clark and Williams",and Sons,,,Thomasbury,ville,PO94037,81430,79422,KA,SORTaiYu,4754 David Extensions,9000000061,"Duran, Sullivan and Casti",Dianeport,Andorra,Mr.,Laneport,5537374,94586,0001,AUTO,7,DL5288206359,,02,20260105,haileyhill,88176095259,GRPVpBd,Z001,2958755270,,,,,E,GST7877451633,PAN61404842,X,X,506-427-1125x168,751.837.1830,438-213-5904x00213,,,CGmbmN,,VAT30902066944,X,Lake Richard,19950204,F,CR39865283,20250929,ISO1,West Barryside,1414,,,02,TX2802052988,,0001,ZONEtwOx,DG02,01,TAX28227018795,TAX73125193772,TAX9148810079298556297544277886,Distributor,EM087325,https://king.info/,20260212,130458,,3000,IN,KA,6649471.12,INR
100,1000000062,DE,Potts LLC,Group,,,Reynoldsshire,haven,PO83948,75283,04356,NW,SORTEDMS,843 Carol Meadows Suite 523,9000000062,Watkins-Davidson,Rosariobury,Belize,Mr.,Port Holly,2936955,77509,0002,AUTO,3,DL7996007871,X,02,20240914,rosecarolyn,06348975636,GRPtIeT,Z003,2454416747,,,,,D,GST5076712246,PAN09702104,X,,001-967-669-0487,(822)312-2412x05,981.591.7264,,,CgEXJC,,VAT49178474238,,New Andrewstad,19731020,M,CR49484580,20250217,ISO9,North Micheleburgh,8311,,X,02,TX2650855832,,0001,ZONEfuEE,DG01,01,TAX60758091247,TAX10401541273,TAX4665944193998926439393564274,Manufacturer,EM300657,https://www.miller.com/,20260212,130458,,3000,DE,NW,848306.23,INR
400,1000000063,US,Hughes-Ibarra,Group,,,Smithberg,port,PO09499,47492,14469,TX,SORTrLKZ,51548 Patterson Islands Apt. 051,9000000063,Kim-Shelton,Schultzbury,Dominican Republic,Mr.,North Morgan,1569096,64238,0002,MANU,5,DL3099044335,X,01,20240203,joan62,23201240037,GRPYhZJ,Z002,2952177388,,,,,D,GST0246627430,PAN05485561,X,X,448-401-3725,+1-556-922-5191,+1-558-477-8341x4569,,,CFbBcx,,VAT48132992337,X,New Lisaberg,20001010,M,CR57789077,20251220,ISO1,Briannaberg,6093,,,02,TX7052091564,,0002,ZONEfJyo,DG01,02,TAX70278399046,TAX60723845910,TAX6464424000566997081233924819,Distributor,EM696105,http://www.lloyd.com/,20260212,130458,,2000,US,TX,9683928.73,INR
400,1000000064,US,Bright-Lopez,and Sons,,,Timothyville,view,PO18050,98478,45585,CA,SORTMGpw,92274 Jenkins Manors Suite 398,9000000064,Mcpherson-Riley,West Caitlinside,Congo,M/s,East Cassandra,6705040,48648,0001,CONS,4,DL3328890627,X,02,20241023,wboyer,00131564110,GRPFhpp,Z003,2486793998,,,,,E,GST2785409315,PAN16113808,X,,722-535-5355x579,492.291.6984,(245)925-9095x4606,,,CkUeWX,,VAT53900683091,,North Jefferymouth,19800124,F,CR26523534,20250324,ISO9,Michaelshire,7212,,X,02,TX6923239049,,0001,ZONEmolf,DG01,02,TAX77178477073,TAX20930350497,TAX5484838640249784371532466938,Manufacturer,EM090883,http://murphy-lowery.biz/,20260212,130458,,3000,US,CA,5151819.47,INR
100,1000000065,DE,"Allen, Wallace and Bradley",PLC,,,Port Sarahborough,land,PO58435,26457,33227,HE,SORTLULl,4841 Jesse Mountains Apt. 998,9000000065,Davenport-King,South Christopher,Mali,Ms.,Dianeville,8642072,83327,0001,MANU,7,DL0252039829,,02,20250807,lisawalker,69594896149,GRPeaJe,Z001,2504610197,,,,,D,GST1573302278,PAN89467115,X,X,+1-597-534-7028x,319-596-5910x799,613.687.0655x1507,,,CUfJvV,,VAT74835230321,X,Lake Kathrynborough,19981114,M,CR17081965,20250828,ISO1,Gordonton,9596,X,X,02,TX3396265222,,0002,ZONEkmJJ,DG02,02,TAX52618202662,TAX71044261636,TAX3104797632219742973270784992,Supplier,EM558149,https://cox.net/,20260212,130458,,2000,DE,HE,5704512.68,INR
300,1000000066,GB,Myers-Hebert,Group,,,New John,town,PO78928,58299,00517,LN,SORTNFcg,97031 Barnes Groves Suite 500,9000000066,"Mcfarland, Moore and Kenn",Guerraland,Korea,M/s,Wardside,9086623,19758,0001,PHAR,0,DL8082059703,,01,20250424,cathy97,95990552717,GRPTQjM,Z002,2694268349,,,,,D,GST2362202049,PAN54156332,,X,587-675-2300x068,(969)491-4446,911-979-8336x496,,,CHneDw,,VAT54438064478,,Katelynshire,19881221,M,CR63827827,20260113,ISO1,South Harold,1409,X,,02,TX2493707212,,0002,ZONEXBaX,DG02,02,TAX22689034101,TAX09397473268,TAX3024818838115932201617110029,Manufacturer,EM102660,http://www.morales.info/,20260212,130458,,3000,GB,LN,6117023.57,INR
400,1000000067,DE,Osborn Group,Group,,,South Christina,fort,PO48814,63435,07293,BY,SORTxWfB,5840 Tate Extensions,9000000067,Williams-Elliott,East Adamport,Germany,Mr.,North Michelleshire,3964913,50776,0001,MANU,5,DL6758656158,,01,20240529,robert56,04406381803,GRPwvvb,Z003,2928099373,,,,,E,GST2612762068,PAN40895786,,X,(418)977-8269,+1-927-601-9505x,(828)428-4408x1400,,,CaLhBn,,VAT79409753913,,Hammondtown,19840331,F,CR71186334,20251124,ISO9,Millerhaven,5098,X,,01,TX5975648307,,0002,ZONEDlyR,DG02,01,TAX26720175888,TAX42031668410,TAX9800460523124967317294869761,Supplier,EM271908,https://www.gibbs.com/,20260212,130458,,2000,DE,BY,5790598.55,INR
